;; -*- coding: utf-8 -*--
a-kui-na 阿奎那
xiang-dui-que-ding-de-fa-ding-xing 相对确定的法定刑
xiang-dui-xuan-gao-xing 相对宣告刑
xiang-gang-te-bie-xing-zheng-qu-ji-ben-fa 香港特别行政区基本法
xiang-lin-guan-xi 相邻关系
xiang-lin-quan 相邻权
xiang-xiang-de-qin-hai 想象的侵害
xiang-yue-zi-sha 相约自杀
xiao-chu-wei-xian 消除危险
xiao-chu-ying-xiang 消除影响
xiao-fei-shui 消费税
xiao-fei-xin-dai 消费信贷
xiao-fei-zhe 消费者
xiao-fei-zhe-quan-yi-bao-hu 消费者权益保护
xiao-fei-zhe-quan-yi-bao-hu-fa 消费者权益保护法
xiao-guo-yi-si 效果意思
xiao-han 萧瀚
xiao-hao-wu 消耗物
xiao-ji-cuo-wu 消极错误
xiao-ji-de-fan-zui-gou-cheng 消极的犯罪构成
xiao-ji-hui-lu 消极贿赂
xiao-jian-guo 肖建国
xiao-li-sang-shi-shuo 效力丧失说
xiao-mie-shi-xiao 消灭时效
xiao-shou-he-tong 销售合同
xiao-shou-jia-mao-zhu-ce-shang-biao-de-shang-pin-zui 销售假冒注册商标的商品罪
xiao-shou-ming-zhi-shi-jia-mao-zhu-ce-shang-biao-de-shang-pin 销售明知是假冒注册商标的商品
xiao-shou-qin-quan-zuo-pin 销售侵权作品
xiao-shou-que-ren-shu 销售确认书
xiao-shou-shang 销售商
xiao-xiang-quan 肖像权
xiao-zang-zui 销赃罪
xie-cong-fan 胁从犯
xie-huai-shi 谢怀栻
xie-hui 谢晖
xie-huo 卸货
xie-li-yi-wu 协力义务
xie-lou-guo-jia-ji-mi-zui 泄露国家机密罪
xie-mi 泄密
xie-peng-cheng 谢鹏程
xie-po 胁迫
xie-shang 协商
xie-yi 协议
xie-yi-jiao-ge 协议交割
xie-yi-ri-qi 协议日期
xie-yi-tai-tou 协议抬头
xie-yi-wu-xiao 协议无效
xie-yi-zhuan-rang 协议转让
xie-you-ping 谢佑平
xin-chun-ying 信春鹰
xin-fen-xi-fa-xue 新分析法学
xin-fen-xi-fa-xue-pai 新分析法学派
xin-si-wang 心死亡
xin-tuo-dai-kuan 信托贷款
xin-tuo-dai-li-guan-xi 信托代理关系
xin-tuo-ren 信托人
xin-wen-bao-dao-shi-shi 新闻报道失实
xin-ying-xing 新颖性
xin-yong-jiao-yi 信用交易
xin-yong-ka-gua-shi 信用卡挂失
xin-yong-ka-mao-yong 信用卡冒用
xin-yong-ka-tou-zhi 信用卡透支
xin-yong-zheng 信用证
xin-yong-zheng-shou-yi-ren 信用证受益人
xin-yong-zheng-zhi-fu 信用证支付
xin-zi-ran-fa-xue 新自然法学
xin-zi-ran-fa-xue-pai 新自然法学派
xing-cheng-quan 形成权
xing-fa 刑法
xing-fa 刑罚
xing-fa-dian 刑法典
xing-fa-fen-ze 刑法分则
xing-fa-neng-li 刑罚能力
xing-fa-shi-ying-xing 刑罚适应性
xing-fa-yin-guo-guan-xi 刑法因果关系
xing-hui-zui 行贿罪
xing-ji-he-tong 行纪合同
xing-ji-ren 行纪人
xing-ming-quan 姓名权
xing-shi-an-jian 刑事案件
xing-shi-bei-gao-ren 刑事被告人
xing-shi-che-xiao-quan 行使撤销权
xing-shi-de-qin-shou-fan 形式的亲手犯
xing-shi-fa-lv 刑事法律
xing-shi-fan 形式犯
xing-shi-fan-zui 刑事犯罪
xing-shi-fu-dai-min-shi-su-song 刑事附带民事诉讼
xing-shi-guan-xia 刑事管辖
xing-shi-jian-cha-quan 行使检察权
xing-shi-jian-ding 刑事鉴定
xing-shi-ju-liu 刑事拘留
xing-shi-ren-lei-xue-pai 刑事人类学派
xing-shi-shen-cha 形式审查
xing-shi-su-song 刑事诉讼
xing-shi-su-song-can-yu-ren 刑事诉讼参与人
xing-shi-su-song-cheng-xu 刑事诉讼程序
xing-shi-su-song-fa 刑事诉讼法
xing-shi-su-song-fa-dian 刑事诉讼法典
xing-shi-su-song-fa-xue 刑事诉讼法学
xing-shi-su-song-gui-ze 刑事诉讼规则
xing-shi-su-song-jie-duan 刑事诉讼阶段
xing-shi-su-song-ke-ti 刑事诉讼客体
xing-shi-su-song-zhi-neng 刑事诉讼职能
xing-shi-su-song-zhu-ti 刑事诉讼主体
xing-shi-wei-cheng-nian-ren 刑事未成年人
xing-shi-yao-jian 形式要件
xing-shi-ze-ren-neng-li 刑事责任能力
xing-shi-ze-ren-nian-ling 刑事责任年龄
xing-su 刑诉
xing-wei-bao-quan 行为保全
xing-wei-di-fa 行为地法
xing-wei-fa-xue 行为法学
xing-wei-fa-xue-pai 行为法学派
xing-wei-fan 行为犯
xing-wei-neng-li 行为能力
xing-wei-xing-zhi-cuo-wu 行为性质错误
xing-xun-bi-gong-zui 刑讯逼供罪
xing-zheng-chu-fa 行政处罚
xing-zheng-chu-fa-fa 行政处罚法
xing-zheng-deng-ji-xiao-li-che-xiao-fa-lv-guan-xi 行政登记效力撤销法律关系
xing-zheng-fa 行政法
xing-zheng-fa-gui 行政法规
xing-zheng-fu-yi 行政复议
xing-zheng-fu-yi-fa 行政复议法
xing-zheng-he-tong 行政合同
xing-zheng-ji-guan 行政机关
xing-zheng-ji-guan-dan-bao 行政机关担保
xing-zheng-jian-cha-fa 行政监察法
xing-zheng-ju-liu 行政拘留
xing-zheng-ming-ling-suo-sheng-zhi-zhai 行政命令所生之债
xing-zheng-pei-chang 行政赔偿
xing-zheng-qiang-zhi-zhi-xing 行政强制执行
xing-zheng-su-song-fa 行政诉讼法
xing-zheng-su-song-zheng-ju 行政诉讼证据
xing-zheng-xu-ke-fa 行政许可法
xiu-ting 休庭
xiu-zheng-de-fan-zui-gou-cheng 修正的犯罪构成
xu-ai-guo 徐爱国
xu-chuan-xi 许传玺
xu-gou-de-min-shi-xing-wei 虚构的民事行为
xu-guo-dong 徐国栋
xu-jia-chen-shu 虚假陈述
xu-jia-chu-zi 虚假出资
xu-jia-chu-zi-zheng-ming 虚假出资证明
xu-jia-cun-dan 虚假存单
xu-jia-de-fa-lv-xing-wei 虚假的法律行为
xu-jia-guang-gao 虚假广告
xu-jia-xuan-chuan 虚假宣传
xu-jia-xuan-chuan-xing-wei 虚假宣传行为
xu-jia-yan-zi 虚假验资
xu-jia-zheng-ju 虚假证据
xu-jing-cun 徐静村
xu-jiu-ren 酗酒人
xu-ke-he-tong 许可合同
xu-ke-mao-yi 许可贸易
xu-ke-zheng 许可证
xu-ke-zheng-xie-yi 许可证协议
xu-ming-zui-zhuang 叙明罪状
xu-nuo-xiao-shou 许诺销售
xu-pan 虚盘
xu-shu-de-fan-zui-gou-cheng 叙述的犯罪构成
xu-wei-yi-si-biao-shi 虚伪意思表示
xu-xian-ming 徐显明
xu-xing-fan 徐行犯
xu-you-yu 徐友渔
xu-zhang-run 许章润
xuan-gao-shi-zong 宣告失踪
xuan-gao-si-wang 宣告死亡
xuan-gao-xing 宣告刑
xuan-pan 宣判
xuan-shang 悬赏
xuan-shang-guang-gao 悬赏广告
xuan-ze-de-fan-zui-gou-cheng 选择的犯罪构成
xuan-ze-fa-ding-xing 选择法定刑
xuan-ze-xing 选择刑
xuan-ze-xing-jiao-suo 选择性教唆
xuan-ze-zhi-zhai 选择之债
xue-qin 血亲
xue-xiao-de-jian-hu-zhi-ze 学校的监护职责
xue-yuan-hun 血缘婚
xue-zhao-feng 薛兆丰
xun-si-wang-fa-zui 徇私枉法罪
xun-si-wu-bi-zui 徇私舞弊罪
xun-wen 讯问
xun-wen-bi-lu 讯问笔录
xun-xin-zi-shi 寻衅滋事
ya-hui 押汇
ya-jin-dan-bao 押金担保
ya-li-shi-duo-de 亚里士多德
ya-zu 押租
yan-chu-he-tong 演出合同
yan-chu-shui 演出税
yan-ci-yuan-ze 言词原则
yan-ge-ze-ren 严格责任
yan-hai-yun-shu 沿海运输
yan-jin-shi 演进式
yan-jiu-shi 研究室
yan-pin 赝品
yan-qi-fu-kuan 延期付款
yan-qi-shen-li 延期审理
yan-shui 盐税
yan-yi-zuo-pin 演绎作品
yan-zi-bao-gao 验资报告
yang-fu-mu 养父母
yang-guo-hua 杨国华
yang-lao-jin 养老金
yang-rong-xin 杨荣新
yang-shu-ming 杨树明
yang-xiao-kai 杨小凯
yang-zi-nv 养子女
yao-jian-zong 姚健宗
yao-shi-fa-lv-xing-wei 要式法律行为
yao-shi-xing-wei 要式行为
yao-yue 要约
yao-yue-che-hui 要约撤回
yao-yue-de-xiao-li 要约的效力
yao-yue-de-yao-qing 要约的邀请
yao-yue-de-yin-you 要约的引诱
yao-yue-yao-qing 要约邀请
ye-bi-feng 叶必丰
ye-zhu 业主
ye-zhu-wei-yuan-hui 业主委员会
yi-ban-bao-zheng 一般保证
yi-ban-de-fan-zui-gou-cheng 一般的犯罪构成
yi-ban-du-zhi-zui 一般渎职罪
yi-ban-fa 一般法
yi-ban-fu-jia-xian 一般附加险
yi-ban-gong-fan 一般共犯
yi-ban-guo-shi 一般过失
yi-ban-jiao-yi-tiao-jian 一般交易条件
yi-ban-ke-ti 一般客体
yi-ban-wei-fa-xing-wei 一般违法行为
yi-ban-xu-ke 一般许可
yi-ban-zhu-ti 一般主体
yi-bu-lou-chu-shuo 一部露出说
yi-chan 遗产
yi-chan-de-cai-chan-fen-ge 遗产的财产分割
yi-chan-fan-wei 遗产范围
yi-chan-fen-ge 遗产分割
yi-chan-gong-tong-gong-you 遗产共同共有
yi-chan-guan-li-ren 遗产管理人
yi-chan-ji-cheng-jiu-fen 遗产继承纠纷
yi-chan-shui 遗产税
yi-chan-zhuan-ji-cheng 遗产转继承
yi-chu-ding-jin 以出顶进
yi-dai-zhuan-cun 以贷转存
yi-de-pei-tian 以德配天
yi-di-lv-xing 异地履行
yi-fa-de 依法的
yi-fa-deng-ji-cheng-li 依法登记成立
yi-fa-lv-xing 依法履行
yi-fa-shen-cha-pi-bu 依法审查批捕
yi-fa-shen-li 依法审理
yi-fa-tiao 依法条
yi-fa-zhi-guo 依法治国
yi-fu 议付
yi-fu-duo-qi-zhi 一夫多妻制
yi-fu-xing 议付行
yi-fu-yi-qi-zhi 一夫一妻制
yi-ge-ji-he-ti 一个集合体
yi-jing-jie-shu-de-qin-hai 已经结束的侵害
yi-ju-dai-bu 以拘代捕
yi-ju-dai-zhen 以拘代侦
yi-jue-fan 已决犯
yi-ke-cha 依可查
yi-liao-bao-xian 医疗保险
yi-liao-cha-cuo 医疗差错
yi-liao-he-tong 医疗合同
yi-liao-ji-gou-zhi-ye-zi-ge 医疗机构执业资格
yi-liao-ji-shu-shi-gu 医疗技术事故
yi-liao-shi-gu 医疗事故
yi-liao-shi-gu-jian-ding 医疗事故鉴定
yi-qi 遗弃
yi-qi-ta-wei-xian-fang-fa-wei-hai-gong-gong-an-quan-zui 以其他危险方法危害公共安全罪
yi-qi-wu 遗弃物
yi-qi-zui 遗弃罪
yi-qie-xian 一切险
yi-ren-gong-si 一人公司
yi-shen 一审
yi-shi-bu-neng 一时不能
yi-shi-bu-zai-li 一事不再理
yi-shi-shi-wei-gen-ju-yi-fa-lv-wei-zhun-sheng 以事实为根据以法律为准绳
yi-shi-wu 遗失物
yi-shu-ding-zuo-he-tong 艺术定作合同
yi-si-biao-shi 意思表示
yi-si-biao-shi-de-tui-ding 意思表示的推定
yi-si-biao-shi-zhen-shi 意思表示真实
yi-si-neng-li 意思能力
yi-song-guan-xia 移送管辖
yi-wai-shang-hai 意外伤害
yi-wai-shi-gu 意外事故
yi-wai-shi-jian 意外事件
yi-wang-wu 遗忘物
yi-wu 义务
yi-wu-chuan 义务船
yi-wu-di-zhai 以物抵债
yi-wu-er-mai 一物二卖
yi-wu-jiao-yu 义务教育
yi-xiang-shu 意向书
yi-ying-li-wei-mu-di-gou-mai-shang-pin 以营利为目的购买商品
yi-zeng 遗赠
yi-zeng-fu-yang-xie-yi 遗赠扶养协议
yi-zeng-shou-ling-ren 遗赠受领人
yi-zhu 遗嘱
yi-zhu-bian-geng 遗嘱变更
yi-zhu-che-xiao 遗嘱撤销
yi-zhu-de-xiao-li 遗嘱的效力
yi-zhu-ji-cheng 遗嘱继承
yi-zhu-ji-cheng-ren 遗嘱继承人
yi-zhu-jian-zheng-ren 遗嘱见证人
yi-zhu-neng-li 遗嘱能力
yi-zhu-ren 遗嘱人
yi-zhu-zhi-xing-ren 遗嘱执行人
yin-bao-pin-ming 隐报品名
yin-bi-wu 隐蔽物
yin-cang-wu 隐藏物
yin-chuan-fei 引船费
yin-du 引渡
yin-du-fa 引渡法
yin-guai-mai-er-xing-cheng-shou-yang-guan-xi 因拐卖而形成收养关系
yin-guo-guan-xi 因果关系
yin-guo-guan-xi-cuo-wu 因果关系错误
yin-guo-guan-xi-de-fu-za-xing 因果关系的复杂性
yin-guo-guan-xi-de-ke-guan-xing 因果关系的客观性
yin-guo-guan-xi-de-shun-xu-xing 因果关系的顺序性
yin-guo-guan-xi-de-xiang-dui-xing 因果关系的相对性
yin-hai-guang 殷海光
yin-hang 银行
yin-hang-cheng-dui-hui-piao 银行承兑汇票
yin-hang-dai-kuan-he-tong 银行贷款合同
yin-hang-xin-yong-zheng 银行信用证
yin-hang-zhang-hu-he-tong 银行帐户合同
yin-hang-zhang-hu-zi-jin-de-suo-you-quan 银行帐户资金的所有权
yin-ming-dai-li 隐名代理
yin-ming-he-huo 隐名合伙
yin-mou 阴谋
yin-mou-dian-fu-zheng-fu-zui 阴谋颠覆政府罪
yin-mou-fan 阴谋犯
yin-mou-fen-lie-guo-jia-zui 阴谋分裂国家罪
yin-ni-shuo 隐匿说
yin-ni-wu 隐匿物
yin-ni-zui-zheng-zui 隐匿罪证罪
yin-ren-wu-jie 引人误解
yin-she-guang-gao 隐射广告
yin-shu-yin-hua 淫书淫画
yin-si-an-jian 阴私案件
yin-si-an-jian 隐私案件
yin-tian 尹田
yin-you-fu-nv-mai-yin-zui 引诱妇女卖淫罪
yin-yue-zuo-pin 音乐作品
yin-zheng-zui-zhuang 引证罪状
ying-li-fa-ren 营利法人
ying-li-fan 营利犯
ying-li-mu-di 营利目的
ying-mei-fa-xi 英美法系
ying-shou-xing-fa-cheng-fa-xing 应受刑罚惩罚性
ying-song-nian 应松年
ying-su 应诉
ying-ye-fan 营业犯
ying-ye-mi-mi 营业秘密
ying-ye-shui 营业税
ying-ye-xin-tuo 营业信托
ying-zhi-he-ming-zhi 应知和明知
yong-ben-min-zu-yu-yan-jin-xing-su-song 用本民族语言进行诉讼
yong-dian-quan 永佃权
yong-hu-shou-ce 用户手册
yong-jin 佣金
yong-ren-dan-wei-dan-fang-jie-chu-lao-dong-he-tong 用人单位单方解除劳动合同
yong-tu-shuo-ming 用途说明
yong-yi-quan 用益权
yong-yi-wu-quan 用益物权
you-chang-fa-lv-xing-wei 有偿法律行为
you-chang-shi-yong 有偿使用
you-chang-shuang-wu-he-tong 有偿双务合同
you-chang-zhan-you 有偿占有
you-di-he-tong 邮递合同
you-dian-gong-zuo-ren-yuan 邮电工作人员
you-du-li-qing-qiu-quan-de-di-san-ren 有独立请求权的第三人
you-hui-dai-yu 优惠待遇
you-hui-guan-shui 优惠关税
you-jia-mao-yi 有价贸易
you-jia-piao-zheng 有价票证
you-jia-zheng-quan 有价证券
you-jia-zhi-fu-ping-zheng 有价支付凭证
you-jian 诱奸
you-jiang-xiao-shou 有奖销售
you-jiang-zheng-ji-huo-dong 有奖征集活动
you-li-bei-gao 有利被告
you-li-hai-guan-xi-de-di-san-ren 有利害关系的第三人
you-nv 幼女
you-qi-tu-xing 有期徒刑
you-ti-wu 有体物
you-wu-sun-hai 油污损害
you-wu-sun-hai-pei-chang 油污损害赔偿
you-wu-sun-hai-pei-chang-gui-ze 油污损害赔偿规则
you-wu-xiao-li 有无效力
you-xia-ci-de-yi-si-biao-shi 有瑕疵的意思表示
you-xian-cheng-zu-quan 优先承租权
you-xian-gou-mai-quan 优先购买权
you-xian-he-huo 有限合伙
you-xian-quan 优先权
you-xian-shi-yong-quan 优先使用权
you-xian-shou-chang-quan 优先受偿权
you-xian-ze-ren 有限责任
you-xian-ze-ren-gong-si 有限责任公司
you-xiao-he-tong 有效合同
you-xing-cong-fan 有形从犯
you-xing-de-jie-guo 有形的结果
you-xing-gong-fan 有形共犯
you-xing-sun-hai 有形损害
you-yin-xing-wei 有因行为
you-zheng-qin-quan-xing-wei 邮政侵权行为
you-zhu-wu 有主物
yu-bei-de-jiao-suo 预备的教唆
yu-bei-fan 预备犯
yu-bei-fu-kuan-ren 预备付款人
yu-bei-hang-ci 预备航次
yu-bei-zhong-zhi 预备中止
yu-fang-gong-zuo 预防工作
yu-fu-kuan 预付款
yu-gao-xing-xin-wen 预告性新闻
yu-jie-ti-dan 预借提单
yu-lun-jian-du 舆论监督
yu-ming 域名
yu-mou-gu-yi 预谋故意
yu-qi-li-yi 预期利益
yu-qi-wei-yue 预期违约
yu-qi-wei-yue-jin 逾期违约金
yu-shen 预审
yu-yue-mai-mai 预约买卖
yuan-chan-di-zheng-shu 原产地证书
yuan-chang-quan 原唱权
yuan-chuang-xing 原创性
yuan-gao 原告
yuan-qi-jiao-huo-he-tong 远期交货合同
yuan-qi-xin-yong-zheng 远期信用证
yuan-shen 原审
yuan-shi-chu-zi 原始出资
yuan-shi-gu-piao 原始股票
yuan-shi-qu-de 原始取得
yuan-shi-she-hui 原始社会
yuan-shu-hong 袁曙宏
yuan-wu 原物
yuan-yin-fa-ding-xing 援引法定刑
yuan-yin-xing 援引刑
yuan-zhuang 原状
yuan-zu-lin-hu 原租赁户
yue-ding 约定
yue-ding-cai-chan-zhi 约定财产制
yue-ding-jie-chu 约定解除
yue-ding-qi-xian 约定期限
yue-ding-tiao-kuan-nei-rong 约定条款内容
yue-ding-yi-wu 约定义务
yue-han-mi-er 约翰密尔
yue-juan-bi-lu 阅卷笔录
yue-quan-jing-ying 越权经营
yue-quan-wu-xiao 越权无效
yun-fei 运费
yun-fei-yu-fu 运费预付
yun-shu-du-pin-zui 运输毒品罪
yun-shu-he-tong 运输合同
yun-song-ta-ren-tou-yue-guo-bian-jing-zui 运送他人偷越国边境罪
zai-bao-xian 再保险
zai-cang-he-yue 在仓合约
zai-chuang-zuo 再创作
zai-dan-bao 再担保
zai-huo-qing-dan 载货清单
zai-jian-jie-jiao-suo-fan 再间接教唆犯
zai-shen 再审
zai-shen-cheng-xu 再审程序
zai-tie-xian 再贴现
zai-xian-quan-li 在先权利
zai-xian-shi-yong-quan 在先使用权
zai-xu-ke 再许可
zai-ze 再则
zang-lu-zui 赃赂罪
ze-fu 责付
ze-ling-zuo-chu-ju-ti-xing-zheng-xing-wei 责令作出具体行政行为
ze-ren-bao-xian 责任保险
ze-ren-fen-dan 责任分担
ze-ren-jing-he 责任竞合
ze-ren-neng-li 责任能力
ze-ren-nian-ling 责任年龄
ze-ren-nian-ling-fen-duan-fa 责任年龄分段法
ze-ren-xian 责任险
ze-ren-zhu-ti 责任主体
zeng-yu 赠与
zeng-yu-he-tong 赠与合同
zeng-zhi-shui 增值税
zeng-zhi-shui-fa-piao 增值税发票
zha-pian-zui 诈骗罪
zhai-de-bao-quan 债的保全
zhai-de-bian-geng 债的变更
zhai-de-bu-lv-xing 债的不履行
zhai-de-dan-bao 债的担保
zhai-de-fa-sheng-gen-ju 债的发生根据
zhai-de-lv-xing 债的履行
zhai-de-xiao-mie 债的消灭
zhai-ji-di 宅基地
zhai-ji-di-shi-yong-quan 宅基地使用权
zhai-quan 债权
zhai-quan-bao-quan 债权保全
zhai-quan-rang-yu-de-xian-zhi 债权让与的限制
zhai-quan-ren 债权人
zhai-quan-ren-che-xiao-quan 债权人撤销权
zhai-quan-ren-chi-yan 债权人迟延
zhai-quan-ren-dai-wei-quan 债权人代位权
zhai-quan-ren-hui-yi 债权人会议
zhai-quan-zhai-wu-de-quan-mian-zhuan-yi 债权债务的全面转移
zhai-quan-zheng-shu 债权证书
zhai-quan-zhuan-rang 债权转让
zhai-wu-dai-chang-qing-qiu-quan 债务代偿请求权
zhai-wu-jiu-fen 债务纠纷
zhai-wu-ren 债务人
zhai-wu-ren-chi-yan 债务人迟延
zhai-wu-wei-you 债务为由
zhai-wu-yi-zhuan 债务移转
zhai-wu-zhuan-yi 债务转移
zhan-lan-quan 展览权
zhan-mu-si-mi-er 詹姆斯密尔
zhan-qi 展期
zhan-shi 战时
zhan-shi-cong-yan-yuan-ze 战时从严原则
zhan-shi-huan-xing-zhi-du 战时缓刑制度
zhan-shi-xing-shi-te-bie-fa 战时刑事特别法
zhan-you-gai-ding 占有改定
zhan-you-ren 占有人
zhan-you-shi-xiao 占有时效
zhan-zhong-le 湛中乐
zhang-die-ting-ban 涨跌停板
zhang-guang-zhi 张光直
zhang-ming-kai 张明揩
zhang-shu-yi 张树义
zhang-wu-chang 张五常
zhang-xin-bao 张新宝
zhang-yu-min 张玉敏
zhang-zhi-ming 张志铭
zhao-biao 招标
zhao-biao-tou-biao 招标投标
zhao-biao-tou-biao-fa 招标投标法
zhao-bing-zhi 赵秉志
zhao-pian-di-pian-zhu-zuo-quan 照片底片著作权
zhao-shi-chuan-bo-de-ren-ding 肇事船舶的认定
zhao-xiao-li 赵晓力
zhao-yao-zhuang-pian-zui 招摇撞骗罪
zhao-yong-chen 赵永琛
zhe-jia-kuan 折价款
zhe-jiu 折旧
zhe-li-fa-xue 哲理法学
zhe-li-fa-xue-pai 哲理法学派
zhe-zhong-shi-su-song 折衷式诉讼
zhen-cao 贞操
zhen-cha 侦查
zhen-cha-cheng-xu 侦查程序
zhen-cha-cuo-shi 侦查措施
zhen-cha-jian-du-chu 侦查监督处
zhen-cha-jian-du-ke 侦查监督科
zhen-cha-quan 侦查权
zhen-cha-shi-yan 侦查实验
zhen-cha-zhong-jie 侦查终结
zhen-du-ke 侦督科
zhen-gui-wen-wu 珍贵文物
zhen-jian-chu 侦监处
zhen-jie 贞节
zhen-shi-yi-si-biao-shi 真实意思表示
zhen-tong-shuo 阵痛说
zhen-zheng-bu-zuo-wei-fan 真正不作为犯
zhen-zheng-de-shen-fen-fan 真正的身份犯
zhen-zheng-qin-shou-fan 真正亲手犯
zheng-ben-ti-dan 正本提单
zheng-ce 政策
zheng-chang-feng-xian 正常风险
zheng-cheng-liang 郑成良
zheng-cheng-si 郑成思
zheng-dang-fang-wei 正当防卫
zheng-fu-cai-gou-fa 政府采购法
zheng-fu-yi-an 政府议案
zheng-gao 征稿
zheng-ge 郑戈
zheng-gong-ke 政工科
zheng-gou 征购
zheng-ju-bei-cai-na 证据被采纳
zheng-ju-bu-zu 证据不足
zheng-quan 证券
zheng-quan-cheng-xiao 证券承销
zheng-quan-fa 证券法
zheng-quan-fa-xing 证券发行
zheng-quan-gong-si 证券公司
zheng-quan-gong-si-jian-cha-ban-fa 证券公司检查办法
zheng-quan-hui-gou 证券回购
zheng-quan-ji-zhong-tuo-guan 证券集中托管
zheng-quan-jiao-yi 证券交易
zheng-quan-jiao-yi-suo 证券交易所
zheng-quan-jing-ji-shang 证券经纪商
zheng-quan-ping-ji 证券评级
zheng-quan-shi-chang 证券市场
zheng-quan-tou-zi 证券投资
zheng-quan-ye-tong-ye-gong-hui 证券业同业公会
zheng-quan-zi-ying-shang 证券自营商
zheng-ren 证人
zheng-ren-quan-li 证人权利
zheng-ren-yi-wu 证人义务
zheng-shou 征收
zheng-ti-zhu-zuo-quan 整体著作权
zheng-yi 正义
zheng-yi-jie-jue-tiao-kuan 争议解决条款
zheng-yong 征用
zheng-yong-liu 郑永流
zheng-zai-jin-xing-de-bu-fa-qin-hai 正在进行的不法侵害
zheng-zhi-bu 政治部
zhi-an-guan-li-chu-fa-tiao-li 治安管理处罚条例
zhi-can 致残
zhi-chi-gong-su 支持公诉
zhi-ding-bian-hu 指定辩护
zhi-ding-bian-hu-ren 指定辩护人
zhi-ding-dai-li-ren 指定代理人
zhi-ding-fa 制定法
zhi-ding-guan-xia 指定管辖
zhi-ding-jiao-yi 指定交易
zhi-du 制度
zhi-fa 执法
zhi-fa-ban-an-di-yi-xian 执法办案第一线
zhi-fa-wei-min 执法为民
zhi-fa-xing-wei 执法行为
zhi-gong-dai-biao-da-hui 职工代表大会
zhi-gong-yi-liao-fei-yong 职工医疗费用
zhi-guo-fang-lue 治国方略
zhi-jie-cheng-ren 直接承认
zhi-jie-dai-li 直接代理
zhi-jie-fan-zhi 直接反致
zhi-jie-fu-ze-de-zhu-guan-ren-yuan 直接负责的主管人员
zhi-jie-gu-yi 直接故意
zhi-jie-guan-lian 直接关联
zhi-jie-jia-hai-ren 直接加害人
zhi-jie-jiao-suo-fan 直接教唆犯
zhi-jie-ke-ti 直接客体
zhi-jie-li-hai-guan-xi-ren 直接利害关系人
zhi-jie-qin-quan-xing-wei 直接侵权行为
zhi-jie-sun-shi 直接损失
zhi-jie-tou-zi 直接投资
zhi-jie-yin-guo-guan-xi 直接因果关系
zhi-jie-yuan-ze 直接原则
zhi-li-cheng-guo 智力成果
zhi-liang-biao-zhun 质量标准
zhi-ming-qi-ye 知名企业
zhi-ming-shang-pin 知名商品
zhi-ming-shang-pin-te-you-ming-cheng 知名商品特有名称
zhi-na-jin 滞纳金
zhi-neng-guan-xia 职能管辖
zhi-pai-jian-ding 指派鉴定
zhi-pei-quan 支配权
zhi-pian-ren 制片人
zhi-piao 支票
zhi-qi-fei 滞期费
zhi-qing-bu-ju 知情不举
zhi-quan 职权
zhi-quan 质权
zhi-quan-ren 质权人
zhi-quan-yuan-ze 职权原则
zhi-shi-chan-quan-fa 知识产权法
zhi-shi-shou-huo-ren 指示收货人
zhi-shi-ti-dan 指示提单
zhi-wai-fa-quan 治外法权
zhi-wu 质物
zhi-wu-bao-zheng 职务保证
zhi-wu-fa-ming 职务发明
zhi-wu-fan-zui 职务犯罪
zhi-wu-guan-xi 职务关系
zhi-wu-ji-shu-cheng-guo 职务技术成果
zhi-wu-mie-shi 质物灭失
zhi-wu-qin-quan 职务侵权
zhi-wu-suo-you-ren 质物所有人
zhi-wu-xing-wei 职务行为
zhi-wu-zuo-pin 职务作品
zhi-xi-qin-shu 直系亲属
zhi-xi-xue-qin 直系血亲
zhi-xing 执行
zhi-xing-cheng-xu 执行程序
zhi-xing-gong-wu 执行公务
zhi-xing-he-jie 执行和解
zhi-xing-ju-chuan 执行拘传
zhi-xing-pei-chang 执行赔偿
zhi-xing-xing 执行刑
zhi-xu 秩序
zhi-ya 质押
zhi-ya-quan 质押权
zhi-ye-fan 职业犯
zhi-ye-ze-ren-xian 职业责任险
zhi-zao-du-pin-zui 制造毒品罪
zhi-zao-fan-zui-tiao-jian 制造犯罪条件
zhi-zao-jia-yao-zui 制造假药罪
zhi-zuo-sheng-xun-jie-mu 制作声讯节目
zhi-zuo-yin-shu-yin-hua-zui 制作淫书淫画罪
zhong-biao 中标
zhong-cai 仲裁
zhong-cai-fa 仲裁法
zhong-cai-ji-gou 仲裁机构
zhong-cai-wei-yuan-hui 仲裁委员会
zhong-cai-xie-yi-xiao-li 仲裁协议效力
zhong-cai-zhi-du 仲裁制度
zhong-da-wu-jie 重大误解
zhong-da-xian-yi-ren 重大嫌疑人
zhong-da-xing-shi-fan-zui-an-jian 重大刑事犯罪案件
zhong-da-ze-ren-shi-gu-zui 重大责任事故罪
zhong-guo-fa-lv-si-xiang-shi 中国法律思想史
zhong-guo-fa-zhi-shi 中国法制史
zhong-guo-gu-dai-shi 中国古代史
zhong-guo-jin-dai-shi 中国近代史
zhong-guo-shi-da-jie-chu-jian-cha-guan 中国十大杰出检察官
zhong-guo-xian-dai-shi 中国现代史
zhong-guo-xing-fa-fan-zui-lun-ci-ku 中国刑法犯罪论词库
zhong-guo-zheng-fa-da-xue 中国政法大学
zhong-hua-fa-xi 中华法系
zhong-hua-ren-min-gong-he-guo 中华人民共和国
