;; -*- coding: utf-8 -*--
a-li-tong 阿里通
fen-bu-shi-ji-suan-huan-jing 分布式计算环境
fen-bu-shi-pai-xu-suan-fa 分布式排序算法
fen-bu-shi-rong-cuo 分布式容错
fen-bu-shi-suan-fa 分布式算法
fen-bu-shi-wang 分布式网
fen-bu-shi-xi-tong 分布式系统
fen-bu-shi-xi-tong-dui-xiang-mo-shi 分布式系统对象模式
fen-bu-shi-xuan-ze-suan-fa 分布式选择算法
fen-bu-shi-ying-yong 分布式应用
fen-bu-shi-yu-yan-fan-yi 分布式语言翻译
fen-bu-tou-ming-xing 分布透明性
fen-cao-huan-wang 分槽环网
fen-ceng 分层
fen-ceng-jian-ce 分层检测
fen-cha 分叉
fen-cheng-xu-jie-gou-yu-yan 分程序结构语言
fen-ci 分词
fen-ci-dan-wei 分词单位
fen-duan 分段
fen-duan-he-chong-zhuang 分段和重装
fen-duan-que-ding-xing-de 分段确定性的
fen-fa-xing-ye-wu 分发型业务
fen-fa-ying-yong 分发应用
fen-ge 分割
fen-ge-an-quan 分隔安全
fen-ge-an-quan-mo-shi 分隔安全模式
fen-ji-cun-chu-xi-tong 分级存储系统
fen-ji-guan-li 分级管理
fen-ji-kong-zhi 分级控制
fen-ji-wang 分级网
fen-jie 分解
fen-jie-tou 分接头
fen-jie-xie-tiao 分解协调
fen-lei 分类
fen-lei-qi 分类器
fen-li-dian-lu 分立电路
fen-li-yuan-jian 分立元件
fen-liang 分量
fen-pai 分派
fen-pai-biao 分派表
fen-pai-cheng-xu 分派程序
fen-pai-you-xian-ji 分派优先级
fen-pei-dan-wei 分配单位
fen-pei-mo-shi 分配模式
fen-pian-mo-shi 分片模式
fen-pian-tou-ming 分片透明
fen-qu 分区
fen-qu-biao 分区表
fen-qu-cun-qu-fa 分区存取法
fen-qu-heng-jiao-su-du 分区恒角速度
fen-san-ge-shi 分散格式
fen-san-kong-zhi 分散控制
fen-san-shi-chu-li 分散式处理
fen-san-shi-shu-ju-chu-li 分散式数据处理
fen-san-zhuang-ru 分散装入
fen-shi 分时
fen-shi-cao-zuo-xi-tong 分时操作系统
fen-shi-chu-li 分时处理
fen-shi-deng-dai-fang-shi 分时等待方式
fen-shi-diao-du-cheng-xu-xi-tong 分时调度程序系统
fen-shi-diao-du-gui-ze 分时调度规则
fen-shi-dong-tai-fen-pei-cheng-xu 分时动态分配程序
fen-shi-jian-kong-xi-tong 分时监控系统
fen-shi-jiu-xu-fang-shi 分时就绪方式
fen-shi-kong-zhi-ren-wu 分时控制任务
fen-shi-qu-dong-cheng-xu 分时驱动程序
fen-shi-xi-tong-ming-ling 分时系统命令
fen-shi-yong-hu-fang-shi 分时用户方式
fen-shi-you-xian-ji 分时优先级
fen-shi-yun-xing-fang-shi 分时运行方式
fen-xi-gong-ji 分析攻击
fen-xi-jie-duan 分析阶段
fen-xi-mo-xing 分析模型
fen-xi-shu-xing 分析属性
fen-xi-xue-xi 分析学习
fen-xing 分形
fen-xing-bian-ma 分形编码
fen-xing-ji-he 分形几何
fen-ye 分页
fen-ye-cheng-xu 分页程序
fen-zhi 分支
fen-zhi-dian-lan 分支电缆
fen-zhi-xian 分支线
fen-zhi-xian-jie 分支限界
fen-zhi-xian-jie-sou-suo 分支限界搜索
fen-zhi-zhi-ling 分支指令
fen-zu-ceng 分组层
fen-zu-chang-du 分组长度
fen-zu-chuan-song-mo-shi 分组传送模式
fen-zu-jiao-huan-gong-yong-shu-ju-wang 分组交换公用数据网
fen-zu-jiao-huan-shu-ju-wang 分组交换数据网
fen-zu-jiao-huan-wang 分组交换网
fen-zu-mi-ma 分组密码
fen-zu-shi-zhong-duan 分组式终端
fen-zu-zhuang-chai-qi 分组装拆器
feng-bi-an-quan-huan-jing 封闭安全环境
feng-bi-shi-jie-jia-she 封闭世界假设
feng-bi-yong-hu-qun 封闭用户群
feng-fang-fa 冯方法
feng-mo-xing 冯模型
feng-nuo-yi-man 冯诺依曼
feng-suo-li-du 封锁粒度
feng-wei-piao-yi 峰位漂移
feng-xian-fen-xi 风险分析
feng-xian-jie-shou 风险接受
feng-xian-ping-gu 风险评估
feng-xian-rong-ren 风险容忍
feng-xian-zhi-shu 风险指数
feng-xing-wang-luo-dian-ying 风行网络电影
feng-zhi-jian-ce 峰值检测
feng-zhuang 封装
feng-zhuang-ke-kao-xing 封装可靠性
fu-ben 副本
fu-dian-biao-zhun 浮点标准
fu-dian-chu-li-dan-yuan 浮点处理单元
fu-dian-ji-suan-ji 浮点计算机
fu-dian-shu 浮点数
fu-dian-yun-suan 浮点运算
fu-dong-ci-tou 浮动磁头
fu-dong-kuai 浮动块
fu-dong-zhuang-ru-cheng-xu 浮动装入程序
fu-du-fen-ge 幅度分割
fu-du-jian-ce 幅度检测
fu-fei-dian-shi 付费电视
fu-gai 覆盖
fu-gai-biao-zhi 覆盖标识
fu-gai-ce-shi 覆盖测试
fu-hao-bian-ma 符号编码
fu-hao-cao-zong-yu-yan 符号操纵语言
fu-hao-fen-xi 符号分析
fu-hao-jian-gan-rao 符号间干扰
fu-hao-luo-ji 符号逻辑
fu-hao-she-bei 符号设备
fu-hao-wen-jian 符号文件
fu-hao-yan-suan 符号演算
fu-hao-yu-yan 符号语言
fu-hao-zhi-neng 符号智能
fu-hao-zhi-xing 符号执行
fu-he 复合
fu-he-biao-ji 复合标记
fu-he-biao-zhi 复合标识
fu-he-ci-dai 复合磁带
fu-he-kong-zhi 复合控制
fu-he-ting-ji 符合停机
fu-he-xu-lie 复合序列
fu-jia-ren-wu 附加任务
fu-jia-wei-xiu 附加维修
fu-jia-wen-dang 附加文档
fu-kong-tai 副控台
fu-li-ye-miao-shu-zi 傅里叶描述子
fu-luo-ji 赋逻辑
fu-luo-ji-zhuan-huan 负逻辑转换
fu-she 辐射
fu-she-du-fang-fa 辐射度方法
fu-shi 腐蚀
fu-shi-qie-ge 腐蚀切割
fu-shu-chu-li-qi 附属处理器
fu-wei 复位
fu-wei-mai-chong 复位脉冲
fu-wei-xu-lie 复位序列
fu-wu-bi-te-lv 服务比特率
fu-wu-cheng-xu 服务程序
fu-wu-dui-lie 服务队列
fu-wu-fa-qi-zhe 服务发起者
fu-wu-fang-wen-dian 服务访问点
fu-wu-jian-kong-cheng-xu 服务监控程序
fu-wu-jie-ru-dian 服务接入点
fu-wu-jie-shou-zhe 服务接受者
fu-wu-li-cheng 服务例程
fu-wu-qi 服务器
fu-wu-qi-mo-xing 服务器模型
fu-wu-qing-qiu-kuai 服务请求块
fu-wu-qing-qiu-zhong-duan 服务请求中断
fu-wu-shu-ju-dan-yuan 服务数据单元
fu-wu-xing-cheng-xu 服务性程序
fu-wu-yuan-yu 服务原语
fu-wu-zhi-liang 服务质量
fu-xing 复形
fu-yan 负沿
fu-yong-ku-hu-cao-zuo-zu-zhi 复用库互操作组织
fu-yong-qi 复用器
fu-yuan-qing-qiu 复原请求
fu-yue-bian 负跃变
fu-za-shi-wu 复杂事务
fu-za-shi-ying-xing-xi-tong 复杂适应性系统
fu-za-shu-ju-lei-xing 复杂数据类型
fu-za-te-zheng-ji 复杂特征集
fu-za-xing 复杂性
fu-za-xing-lei 复杂性类
fu-za-zhi-ling-ji-ji-suan-ji 复杂指令集计算机
fu-zai 负载
fu-zai-dian-zu 负载电阻
fu-zai-duan 负载端
fu-zai-gui-ze 负载规则
fu-zai-mao-xian-mo-xing 负载冒险模型
fu-zai-xian-tu 负载线图
fu-zhi 复执
fu-zhi 赋值
fu-zhi-bao-hu 复制保护
fu-zhi-chuan-bo 复制传播
fu-zhi-xing-shu-ju-ku 复制型数据库
fu-zhi-yu-du 幅值裕度
fu-zhi-yu-ju 赋值语句
fu-zhu-cun-chu-qi 辅助存储器
fu-zhu-duan 辅助段
fu-zhu-ji 辅助集
fu-zhu-kong-jian-fen-pei 辅助空间分配
fu-zhu-ping-mian 辅助平面
fu-zhu-ren-wu 辅助任务
fu-zhu-suo-yin 辅助索引
gai-jin-tiao-pin 改进调频
gai-lv 概率
gai-lv-bing-xing-suan-fa 概率并行算法
gai-lv-ce-shi 概率测试
gai-lv-chuan-bo 概率传播
gai-lv-fen-bu 概率分布
gai-lv-fen-xi 概率分析
gai-lv-han-shu 概率函数
gai-lv-hu 概率弧
gai-lv-jia-mi 概率加密
gai-lv-jiao-zheng 概率校正
gai-lv-luo-ji 概率逻辑
gai-lv-mi-du 概率密度
gai-lv-mi-du-han-shu 概率密度函数
gai-lv-mo-xing 概率模型
gai-lv-song-chi-fa 概率松弛法
gai-lv-suan-fa 概率算法
gai-lv-tui-li 概率推理
gai-lv-wu-cha-gu-ji 概率误差估计
gai-lv-xi-tong 概率系统
gai-nian-ci-dian 概念词典
gai-nian-fa-xian 概念发现
gai-nian-fen-lei 概念分类
gai-nian-fen-xi 概念分析
gai-nian-huo-qu 概念获取
gai-nian-jian-suo 概念检索
gai-nian-jie-dian 概念结点
gai-nian-ku 概念库
gai-nian-mo-shi 概念模式
gai-nian-mo-xing 概念模型
gai-nian-tu 概念图
gai-nian-xiang-guan 概念相关
gai-nian-xue-xi 概念学习
gai-nian-yi-cun 概念依存
gai-nian-yi-lai 概念依赖
gai-nian-yin-su 概念因素
gai-shan-xing-wei-hu 改善性维护
gai-xie 盖写
gai-yao-she-ji 概要设计
gai-zheng-xing-huo-dong 改正性活动
gan-rao-xin-hao 干扰信号
gan-she-ji-shu 干涉技术
gan-xian-dian-lan 干线电缆
gan-xian-lian-jie-dan-yuan 干线连接单元
gan-xian-ou-he-dan-yuan 干线耦合单元
gan-ying-tong-bu-qi 感应同步器
gan-zhi 感知
gan-zhi-ji 感知机
gao-bao-zhen 高保真
gao-ceng-diao-du 高层调度
gao-dian-ping-zhuang-tai-te-xing 高电平状态特性
gao-du-ping-heng-shu 高度平衡树
gao-duan-cun-chu-kuai 高端存储块
gao-duan-cun-chu-qu 高端存储区
gao-guang 高光
gao-ji-pei-te-li-wang 高级佩特里网
gao-ji-shu-ju-lian-lu-kong-zhi 高级数据链路控制
gao-ji-yan-jiu-ji-hua-ju-wang-luo 高级研究计划局网络
gao-ji-yu-yan 高级语言
gao-jie-luo-ji 高阶逻辑
gao-jie-yu-yan 高阶语言
gao-kuan-bi 高宽比
gao-mi-du-ruan-pan 高密度软盘
gao-mi-du-zhuang-pei 高密度装配
gao-mi-du-zu-zhuang 高密度组装
gao-neng-xiao-chu-li 高能效处理
gao-pin 高频
gao-qing-xi-du-dian-shi 高清晰度电视
gao-si-fen-bu 高斯分布
gao-si-qu-lv-bi-jin 高斯曲率逼近
gao-su-huan-chong-cun-chu-qi 高速缓冲存储器
gao-su-huan-cun 高速缓存
gao-su-huan-cun-chong-tu 高速缓存冲突
gao-su-huan-cun-gong-xiang 高速缓存共享
gao-su-huan-cun-kuai 高速缓存块
gao-su-huan-cun-kuai-ti-huan 高速缓存块替换
gao-su-huan-cun-que-shi 高速缓存缺失
gao-su-huan-cun-yi-zhi-xing 高速缓存一致性
gao-su-huan-cun-yi-zhi-xing-xie-yi 高速缓存一致性协议
gao-su-zong-xian 高速总线
gao-tong-lv-bo 高通滤波
gao-wei-suo-yin 高维索引
gao-xing-neng-ji-suan-he-tong-xin 高性能计算和通信
gao-xing-neng-ji-suan-ji 高性能计算机
gao-xing-neng-wen-jian-xi-tong 高性能文件系统
gao-you-xian-ji 高优先级
gao-you-xian-ji-zhong-duan 高优先级中断
ge-de-er-pei-shu 哥德尔配数
ge-deng-qu-mian 戈登曲面
ge-dian 割点
ge-hang 隔行
ge-hang-sao-miao 隔行扫描
ge-ju 格局
ge-kuang-jia 格框架
ge-lei-ba-he-fan-shi 格雷巴赫范式
ge-li-ji 隔离级
ge-ren-ban 个人版
ge-ren-biao-shi-hao 个人标识号
ge-ren-ci-yu 个人词语
ge-ren-dian-nao 个人电脑
ge-ren-ji-suan-ji 个人计算机
ge-ren-shu-zi-zhu-li 个人数字助理
ge-ren-tong-xin-xi-tong 个人通信系统
ge-shi-hua 格式化
ge-shi-hua-rong-liang 格式化容量
ge-shi-hua-shi-yong-cheng-xu 格式化实用程序
ge-shi-hua-shu-ju 格式化数据
ge-shi-jie-gou 格式结构
ge-ti-biao-zhi 个体标识
ge-xing-biao-ji 个性标记
ge-yang-ci-dai 铬氧磁带
ge-yu-fa 格语法
ge-zhen-qi 隔震器
ge-zhi-pei-li-lun 格支配理论
gen-bian-yi-cheng-xu 根编译程序
gen-jin 跟进
gen-mu-lu 根目录
gen-zong-lu-you 跟踪路由
gen-zong-qiu 跟踪球
gen-zong-wu-cha 跟踪误差
geng-gai-kong-zhi 更改控制
geng-xin-bao-chou 更新报酬
geng-xin-chuan-bo 更新传播
geng-xin-guo-cheng 更新过程
geng-xin-shi-wu-chu-li 更新事务处理
geng-xin-yi-chang 更新异常
gong-cheng-shu-ju-ku 工程数据库
gong-cheng-tu 工程图
gong-fang 供方
gong-gao-ban-fu-wu 公告板服务
gong-gao-ban-xi-tong 公告板系统
gong-gong-dui-xiang-mo-xing 公共对象模型
gong-gong-fu-wu-qu 公共服务区
gong-gong-jie-di-dian 公共接地点
gong-gong-shi-jian-biao-zhi 公共事件标志
gong-gong-shu-ju-mo-xing 公共数据模型
gong-gong-wang-guan-jie-kou 公共网关接口
gong-gong-xi-tong-qu 公共系统区
gong-gong-ying-yong-fu-wu-yao-su 公共应用服务要素
gong-gong-yu-yan 公共语言
gong-gong-zhuo-mian-huan-jing 公共桌面环境
gong-gong-zi-biao-da-shi-shan-chu 公共子表达式删除
gong-gong-zi-yuan 公共资源
gong-gong-zong-xian 公共总线
gong-hao 功耗
gong-ji-cheng-xu 攻击程序
gong-ju-xiang 工具箱
gong-li-fu-za-xing 公理复杂性
gong-li-yu-yi 公理语义
gong-lv-mi-du 功率密度
gong-mo-e-liu-cheng 共模扼流程
gong-neng-bu-jian 功能部件
gong-neng-ce-shi 功能测试
gong-neng-cun-chu-qi 功能存储器
gong-neng-fen-jie 功能分解
gong-neng-gu-zhang 功能故障
gong-neng-gui-yue 功能规约
gong-neng-he-yi-yu-fa 功能合一语法
gong-neng-kuai 功能块
gong-neng-mo-xing 功能模型
gong-neng-ruan-pan 功能软盘
gong-neng-she-ji 功能设计
gong-neng-wu-guan-ce-shi 功能无关测试
gong-neng-xing 功能性
gong-neng-xing-pei-zhi-shen-ji 功能性配置审计
gong-neng-xu-qiu 功能需求
gong-neng-yu-fa 功能语法
gong-neng-yu-yan-xue 功能语言学
gong-ping-wang 公平网
gong-ping-xing 公平性
gong-sheng-ju-zhen 共生矩阵
gong-xiang-bai-ban 共享白板
gong-xiang-bian-liang 共享变量
gong-xiang-cao-zuo-xi-tong 共享操作系统
gong-xiang-cun-chu-qi 共享存储器
gong-xiang-duan 共享段
gong-xiang-gao-su-huan-cun 共享高速缓存
gong-xiang-ruan-jian 共享软件
gong-xiang-suo 共享锁
gong-xiang-wen-jian 共享文件
gong-xiang-xu-ni-cun-chu-qi 共享虚拟存储器
gong-xiang-xu-ni-qu 共享虚拟区
gong-xiang-ye-biao 共享页表
gong-xiang-zhi-xing-xi-tong 共享执行系统
gong-xiao-xue 工效学
gong-ye-biao-zhun-jie-gou-zong-xian 工业标准结构总线
gong-ye-biao-zhun-ti-xi-jie-gou 工业标准体系结构
gong-ye-ji-suan-ji 工业计算机
gong-ye-kong-zhi-ji-suan-ji 工业控制计算机
gong-ye-zi-dong-hua 工业自动化
gong-yi-tu 工艺图
gong-ying-guo-cheng 供应过程
gong-yong-she-shi-biao-ji 公用设施标记
gong-yong-shu-ju-wang 公用数据网
gong-you-yu 公有域
gong-yue 公钥
gong-yue-gou-jia 公钥构架
gong-yue-jia-mi 公钥加密
gong-yue-mi-ma 公钥密码
gong-zuo-cun-chu-qi 工作存储器
gong-zuo-cun-chu-qu 工作存储区
gong-zuo-dui-lie 工作队列
gong-zuo-dui-lie-mu-lu 工作队列目录
gong-zuo-ji 工作集
gong-zuo-ji-fen-pai-cheng-xu 工作集分派程序
gong-zuo-lian-lu 工作链路
gong-zuo-liu 工作流
gong-zuo-liu-zhi-ding-fu-wu 工作流制定服务
gong-zuo-shi-jian-pian 工作时间片
gong-zuo-wen-du 工作温度
gong-zuo-wen-jian 工作文件
gong-zuo-xin-dao-zhuang-tai 工作信道状态
gong-zuo-ye 工作页
gong-zuo-yin-zi 工作因子
gong-zuo-zhan 工作站
gong-zuo-zhan-chu-li-qi 工作站处理器
gong-zuo-zhan-ji-qun 工作站机群
gong-zuo-zhan-wang-luo 工作站网络
gong-zuo-zu-ji-suan 工作组计算
gou-cheng-qi-jian 构成器件
gou-ci-fa 构词法
gou-jian-bian-cheng 构件编程
gou-jian-cun-chu-ku 构件存储库
gou-jian-dui-xiang-mo-xing 构件对象模型
gou-jian-ku 构件库
gou-jian-kuai 构件块
gou-jian-miao-shu-yu-yan 构件描述语言
gou-jian-ruan-jian-gong-cheng 构件软件工程
gou-jian-yu-fa 构件语法
gou-zao-cheng-xu 构造程序
gou-zao-han-shu 构造函数
gou-zao-ji-he 构造几何
gou-zao-qi 构造器
gou-zao-xing-zheng-ming 构造性证明
gu-ding-cun-chu-qi 固定存储器
gu-ding-duan-yu 固定短语
gu-ding-gu-zhang 固定故障
gu-ding-kai-lu-gu-zhang 固定开路故障
gu-ding-xing-cuo-wu 固定性错误
gu-ding-xing-gu-zhang 固定型故障
gu-ding-zi-chang 固定字长
gu-ge-di-qiu 谷歌地球
gu-ge-di-tu 谷歌地图
gu-ge-jin-shan-ci-ba 谷歌金山词霸
gu-ge-liu-lan-qi 谷歌浏览器
gu-hua 固化
gu-jia-dai-ma 骨架代码
gu-jia-hua 骨架化
gu-jian 固件
gu-li-ci-yu-yin-shi-bie 孤立词语音识别
gu-shi-da-yin-ji 鼓式打印机
gu-shi-fen-xi 故事分析
gu-shi-sao-miao-yi 鼓式扫描仪
gu-tai-cun-chu-qi 固态存储器
gu-tai-pan 固态盘
gu-you-duo-yi-xing 固有多义性
gu-you-xian-dian-rong 固有线电容
gu-zhang-an-quan 故障安全
gu-zhang-an-quan-dian-lu 故障安全电路
gu-zhang-bao-rong 故障包容
gu-zhang-bao-xian 故障保险
gu-zhang-bi-mian 故障避免
gu-zhang-ce-shi 故障测试
gu-zhang-cha-ru 故障插入
gu-zhang-cha-zhao 故障查找
gu-zhang-chen-mo 故障沉默
gu-zhang-chu-li 故障处理
gu-zhang-ci-dian 故障辞典
gu-zhang-deng-xiao 故障等效
gu-zhang-ding-wei 故障定位
gu-zhang-ding-wei-ce-shi 故障定位测试
gu-zhang-ding-wei-wen-ti 故障定位问题
gu-zhang-dong-jie 故障冻结
gu-zhang-fang-wen 故障访问
gu-zhang-fen-xi 故障分析
gu-zhang-fu-gai 故障覆盖
gu-zhang-fu-gai-lv 故障覆盖率
gu-zhang-ge-li 故障隔离
gu-zhang-hui-fu 故障恢复
gu-zhang-ji-lu 故障记录
gu-zhang-jian-ce 故障检测
gu-zhang-jin-bi 故障禁闭
gu-zhang-ju-zhen 故障矩阵
gu-zhang-kong-zhi 故障控制
gu-zhang-lei-bie 故障类别
gu-zhang-mo-ni 故障模拟
gu-zhang-mo-xing 故障模型
gu-zhang-ping-bi 故障屏蔽
gu-zhang-qie-huan 故障切换
gu-zhang-ruo-hua 故障弱化
gu-zhang-ruo-hua-luo-ji 故障弱化逻辑
gu-zhang-ruo-hua-neng-li 故障弱化能力
gu-zhang-sa-bo 故障撒播
gu-zhang-shi-jian 故障时间
gu-zhang-shou-suo 故障收缩
gu-zhang-shu-fen-xi 故障树分析
gu-zhang-te-zheng 故障特征
gu-zhang-ting-zhi-shi-xiao 故障停止失效
gu-zhang-wu-ai 故障无碍
gu-zhang-zhen-duan 故障诊断
gu-zhang-zhen-duan-cheng-xu 故障诊断程序
gu-zhang-zhen-duan-li-cheng 故障诊断例程
gu-zhang-zhen-duan-shi-yan 故障诊断试验
gu-zhang-zhi-pei 故障支配
gu-zhang-zhu-ru 故障注入
gua-qi-jin-cheng 挂起进程
gua-qi-shi-jian 挂起时间
gua-qi-yuan-yu 挂起原语
gua-qi-zhuang-tai 挂起状态
guan-ce-qi 观测器
guan-cha-xue-xi 观察学习
guan-dao-tong-bu 管道同步
guan-dao-tong-xin-ji-zhi 管道通信机制
guan-dao-wen-jian 管道文件
guan-jian-bu-fen-you-xian 关键部分优先
guan-jian-cheng-du 关键程度
guan-jian-cheng-gong-yin-su 关键成功因素
guan-jian-ci 关键词
guan-jian-ji-suan 关键计算
guan-jian-lu-jing 关键路径
guan-jian-zhen 关键帧
guan-jian-zi 关键字
guan-jie-dian 关节点
guan-li-cheng-xu 管理程序
guan-li-cheng-xu-diao-yong 管理程序调用
guan-li-cheng-xu-diao-yong-zhong-duan 管理程序调用中断
guan-li-guo-cheng 管理过程
guan-li-ji-suan-ji 管理计算机
guan-li-kong-zhi 管理控制
guan-li-li-cheng 管理例程
guan-li-xi-tong 管理系统
guan-li-xin-xi-xi-tong 管理信息系统
guan-li-yuan 管理员
guan-li-yuan-deng-lu 管理员登陆
guan-lian-chu-li-ji 关联处理机
guan-lian-gui-ze 关联规则
guan-lian-ju-zhen 关联矩阵
guan-lian-shi-xiao 关联失效
guan-xi-dai-shu 关系代数
guan-xi-luo-ji 关系逻辑
guan-xi-mo-shi-fen-jie 关系模式分解
guan-xi-shu-ju-ku 关系数据库
guan-xi-shu-ju-mo-xing 关系数据模型
guan-xi-wang 关系网
guan-xi-xi-tong 关系系统
guan-xi-yan-suan 关系演算
guan-xing-ju 惯性矩
guan-yong-xing-ci-dian 惯用型词典
guang-bi 光笔
guang-biao 光标
guang-bo-di-zhi 广播地址
guang-ci-ruan-pan 光磁软盘
guang-cun-chu-qi 光存储器
guang-dai 光带
guang-die 光碟
guang-die-ku 光碟库
guang-die-qu-dong-qi 光碟驱动器
guang-die-si-fu-kong-zhi-xi-tong 光碟伺服控制系统
guang-die-ta 光碟塔
guang-die-zhen-lie 光碟阵列
guang-du-xue 光度学
guang-du-you-xian-sou-suo 广度优先搜索
guang-ge-li-qi 光隔离器
guang-gui-jian-ju 光轨间距
guang-hua-fan-bing-du 光华反病毒
guang-hua-fan-bing-du-li-xian-lei-ji-sheng-ji-bao 光华反病毒离线累积升级包
guang-ji-lu 光记录
guang-ji-lu-jie-zhi 光记录介质
guang-ji-suan-ji 光计算机
guang-ji-xie-shu-biao 光机械鼠标
guang-kou 光口
guang-kou-zhuan-dian-kou 光口转电口
guang-liang-du 光亮度
guang-liu 光流
guang-liu-chang 光流场
guang-neng 光能
guang-niu 光钮
guang-pan 光盘
guang-pan-pian 光盘片
guang-qiang 光强
guang-qu 光驱
guang-shan-sao-miao 光栅扫描
guang-shan-xian-shi 光栅显示
guang-shu-biao 光鼠标
guang-shun 光顺
guang-shun-xing 光顺性
guang-xian 光纤
guang-xian-fen-bu-shi-shu-ju-jie-kou 光纤分布式数据接口
guang-xian-gen-zong 光线跟踪
guang-xian-tou-she 光线投射
guang-xian-zhui-zong 光线追踪
guang-xue-tu-xiang 光学图像
guang-yi-duan-yu-jie-gou-yu-fa 广义短语结构语法
guang-yi-sui-ji-pei-te-li-wang 广义随机佩特里网
guang-yi-xiang-rong-yun-suan 广义相容运算
guang-yi-xu-lie-ji 广义序列机
guang-yu-wang 广域网
guang-yu-xin-xi-fu-wu-xi-tong 广域信息服务系统
guang-zhao-mo-xing 光照模型
guang-zi-ji-suan-ji 光子计算机
gui-bian-yi-qi 硅编译器
gui-biao 龟标
gui-bing 归并
gui-bing-cha-ru 归并插入
gui-bing-pai-xu 归并排序
gui-bing-sao-miao-fa 归并扫描法
gui-cheng 规程
gui-dang-wen-jian 归档文件
gui-dao-kong-zhi 轨道控制
gui-fan-hua 规范化
gui-fan-hua-yu-yan 规范化语言
gui-fan-ming 规范名
gui-ge-hua 规格化
gui-ge-hua-chu-li 规格化处理
gui-ge-hua-she-bei-zuo-biao 规格化设备坐标
gui-ge-shuo-ming 规格说明
gui-hua-ku 规划库
gui-hua-sheng-cheng 规划生成
gui-hua-shi-bai 规划失败
gui-hua-xi-tong 规划系统
gui-ji-qu-xian 轨迹曲线
gui-jie 归结
gui-jie-yuan-li 归结原理
gui-jie-zhu-ti 归结主体
gui-ling 归零
gui-ling-zhi 归零制
gui-mo-gu-ji 规模估计
gui-na-duan-yan 归纳断言
gui-na-duan-yan-fa 归纳断言法
gui-na-fan-hua 归纳泛化
gui-na-gong-li 归纳公理
gui-na-luo-ji 归纳逻辑
gui-na-luo-ji-cheng-xu-she-ji 归纳逻辑程序设计
gui-na-ming-ti 归纳命题
gui-na-tui-li 归纳推理
gui-na-xue-xi 归纳学习
gui-na-zong-he-fang-fa 归纳综合方法
gui-yue 归约
gui-yue 规约
gui-yue-ji 归约机
gui-yue-yan-zheng 规约验证
gui-yue-yu-yan 规约语言
gui-ze-ji 规则集
gui-ze-ku 规则库
gui-ze-tui-li 规则推理
gui-ze-zi-ju 规则子句
gun-dong-tiao 滚动条
gun-tong-hui-tu-ji 滚筒绘图机
guo-cheng-cheng-xu-she-ji 过程程序设计
guo-cheng-chong-gou 过程重构
guo-cheng-fen-xi 过程分析
guo-cheng-jian-shu-ju-liu-fen-xi 过程间数据流分析
guo-cheng-kong-zhi 过程控制
guo-cheng-kong-zhi-ruan-jian 过程控制软件
guo-cheng-luo-ji 过程逻辑
guo-cheng-mo-xing 过程模型
guo-cheng-shi-xian-fang-fa 过程实现方法
guo-cheng-shu-ju 过程数据
